"","X","Subject","Trial","Stimulus","Block","RT","ACC","condition","yearofbirth","cTrial","older","RTlog","WordAge"
"261",261,102,142,"lifting",4,943,1,"oldreal",1993,1.83255702765224,"no",6.8501261661455,"youngword"
"262",262,102,143,"reckon",4,520,1,"oldreal",1993,1.85597563200119,"no",6.25575004175337,"youngword"
"263",263,102,146,"guide",4,723,1,"oldreal",1993,1.92623144504806,"no",6.58479139238572,"youngword"
"264",264,102,150,"fried",7,754,1,"youngreal",1993,2.01990586244388,"no",6.62671774924902,"oldword"
"265",265,102,151,"chemistry",4,575,1,"oldreal",1993,2.04332446679283,"no",6.35610766069589,"youngword"
"266",266,102,153,"permission",7,620,1,"youngreal",1993,2.09016167549074,"no",6.43133108193348,"oldword"
"267",267,102,154,"willow",7,402,1,"youngreal",1993,2.11358027983969,"no",5.99893656194668,"oldword"
"268",268,103,2,"depressing",2,1050,1,"iso",1956,-1.44604758120141,"yes",6.95749737087695,"youngword"
"269",269,103,3,"dental",2,926,1,"iso",1956,-1.42262897685245,"yes",6.83195356556585,"oldword"
"270",270,103,6,"willow",2,758,1,"iso",1956,-1.35237316380559,"yes",6.63200177739563,"oldword"
"271",271,103,6,"hymns",4,1464,1,"oldreal",1956,-1.35237316380559,"yes",7.28961052145117,"oldword"
"272",272,103,7,"pencils",4,970,1,"oldreal",1956,-1.32895455945663,"yes",6.87832646829133,"oldword"
"273",273,103,7,"pencils",4,970,1,"oldreal",1956,-1.32895455945663,"yes",6.87832646829133,"oldword"
"274",274,103,8,"intellectual",2,1008,1,"iso",1956,-1.30553595510768,"yes",6.91671502035361,"youngword"
"275",275,103,9,"fireworks",2,903,1,"iso",1956,-1.28211735075873,"yes",6.80682936039218,"oldword"
"276",276,103,10,"silent",4,1443,1,"oldreal",1956,-1.25869874640977,"yes",7.27517231945277,"oldword"
"277",277,103,12,"reckon",2,843,1,"iso",1956,-1.21186153771186,"yes",6.73815249459596,"youngword"
"278",278,103,14,"nicest",4,990,0,"oldreal",1956,-1.16502432901395,"yes",6.89871453432999,"youngword"
"279",279,103,15,"environment",2,732,1,"iso",1956,-1.141605724665,"yes",6.59714570188665,"youngword"
"280",280,103,16,"electricity",2,742,1,"iso",1956,-1.11818712031604,"yes",6.61069604471776,"oldword"
"281",281,103,18,"whistle",2,801,1,"iso",1956,-1.07134991161813,"yes",6.68710860786651,"oldword"
"282",282,103,21,"idle",2,699,1,"iso",1956,-1.00109409857127,"yes",6.5510803350434,"oldword"
"283",283,103,22,"impressive",2,1406,0,"iso",1956,-0.977675494222316,"yes",7.24921505711439,"youngword"
"284",284,103,23,"physics",7,762,1,"youngreal",1956,-0.954256889873361,"yes",6.63725803128446,"youngword"
"285",285,103,25,"delivered",2,657,1,"iso",1956,-0.907419681175452,"yes",6.48920493132532,"oldword"
"286",286,103,26,"expensive",2,509,1,"iso",1956,-0.884001076826497,"yes",6.23441072571837,"youngword"
"287",287,103,26,"whistle",7,610,0,"youngreal",1956,-0.884001076826497,"yes",6.4150969591716,"oldword"
"288",288,103,30,"fridge",2,898,1,"iso",1956,-0.790326659430679,"yes",6.80128303447162,"youngword"
"289",289,103,31,"respected",2,795,1,"iso",1956,-0.766908055081724,"yes",6.67959918584438,"oldword"
"290",290,103,33,"libraries",2,814,1,"iso",1956,-0.720070846383815,"yes",6.70318811324086,"oldword"
"291",291,103,33,"beg",7,1430,1,"youngreal",1956,-0.720070846383815,"yes",7.26612877955645,"oldword"
"292",292,103,34,"permission",2,604,1,"iso",1956,-0.69665224203486,"yes",6.40522845803084,"oldword"
"293",293,103,34,"permission",2,604,1,"iso",1956,-0.69665224203486,"yes",6.40522845803084,"oldword"
"294",294,103,36,"lifting",2,635,0,"iso",1956,-0.649815033336951,"yes",6.45519856334012,"youngword"
"295",295,103,36,"video",4,1017,1,"oldreal",1956,-0.649815033336951,"yes",6.92559519711047,"youngword"
"296",296,103,37,"nicest",2,805,1,"iso",1956,-0.626396428987997,"yes",6.69208374250663,"youngword"
"297",297,103,37,"nicest",2,805,1,"iso",1956,-0.626396428987997,"yes",6.69208374250663,"youngword"
"298",298,103,37,"seventh",7,1436,1,"youngreal",1956,-0.626396428987997,"yes",7.27031288607902,"youngword"
"299",299,103,37,"seventh",7,1436,1,"youngreal",1956,-0.626396428987997,"yes",7.27031288607902,"youngword"
"300",300,103,37,"physics",4,864,1,"oldreal",1956,-0.626396428987997,"yes",6.76272950693188,"youngword"
"301",301,103,37,"physics",4,864,1,"oldreal",1956,-0.626396428987997,"yes",6.76272950693188,"youngword"
"302",302,103,38,"guide",4,515,1,"oldreal",1956,-0.602977824639042,"yes",6.24610676548156,"youngword"
"303",303,103,38,"guide",4,515,1,"oldreal",1956,-0.602977824639042,"yes",6.24610676548156,"youngword"
"304",304,103,38,"guide",4,515,1,"oldreal",1956,-0.602977824639042,"yes",6.24610676548156,"youngword"
"305",305,103,38,"frighten",2,811,1,"iso",1956,-0.602977824639042,"yes",6.69950034016168,"oldword"
"306",306,103,38,"frighten",2,811,1,"iso",1956,-0.602977824639042,"yes",6.69950034016168,"oldword"
"307",307,103,38,"frighten",2,811,1,"iso",1956,-0.602977824639042,"yes",6.69950034016168,"oldword"
"308",308,103,39,"lifestyle",2,699,1,"iso",1956,-0.579559220290087,"yes",6.5510803350434,"youngword"
"309",309,103,39,"lifestyle",2,699,1,"iso",1956,-0.579559220290087,"yes",6.5510803350434,"youngword"
"310",310,103,40,"miners",2,781,1,"iso",1956,-0.556140615941133,"yes",6.66185474054531,"oldword"
"311",311,103,40,"impressive",7,856,1,"youngreal",1956,-0.556140615941133,"yes",6.75343791859778,"youngword"
"312",312,103,41,"bitten",2,493,1,"iso",1956,-0.532722011592178,"yes",6.20253551718792,"youngword"
"313",313,103,41,"bitten",2,493,1,"iso",1956,-0.532722011592178,"yes",6.20253551718792,"youngword"
"314",314,103,45,"mittens",2,621,0,"iso",1956,-0.43904759419636,"yes",6.43294009273918,"oldword"
"315",315,103,45,"miners",7,869,1,"youngreal",1956,-0.43904759419636,"yes",6.76849321164863,"oldword"
"316",316,103,46,"hymns",2,775,1,"iso",1956,-0.415628989847405,"yes",6.65415252018322,"oldword"
"317",317,103,46,"hymns",2,775,1,"iso",1956,-0.415628989847405,"yes",6.65415252018322,"oldword"
"318",318,103,46,"permission",7,857,1,"youngreal",1956,-0.415628989847405,"yes",6.75460409948796,"oldword"
"319",319,103,46,"permission",7,857,1,"youngreal",1956,-0.415628989847405,"yes",6.75460409948796,"oldword"
"320",320,103,48,"recite",2,1379,0,"iso",1956,-0.368791781149496,"yes",7.22983877815125,"oldword"
"321",321,103,49,"beg",4,818,1,"oldreal",1956,-0.345373176800541,"yes",6.70808408385307,"oldword"
"322",322,103,50,"delivered",7,878,1,"youngreal",1956,-0.321954572451587,"yes",6.77878489768518,"oldword"
"323",323,103,51,"depressing",4,1623,1,"oldreal",1956,-0.298535968102632,"yes",7.39264752072162,"youngword"
"324",324,103,54,"beg",2,746,1,"iso",1956,-0.228280155055768,"yes",6.61606518513282,"oldword"
"325",325,103,55,"pencils",2,835,1,"iso",1956,-0.204861550706813,"yes",6.7286286130847,"oldword"
"326",326,103,55,"pencils",7,1103,0,"youngreal",1956,-0.204861550706813,"yes",7.00669522683704,"oldword"
"327",327,103,57,"fried",2,772,1,"iso",1956,-0.158024342008904,"yes",6.65027904858742,"oldword"
"328",328,103,59,"idle",4,901,1,"oldreal",1956,-0.111187133310995,"yes",6.80461452006262,"oldword"
"329",329,103,59,"respected",7,1500,1,"youngreal",1956,-0.111187133310995,"yes",7.31388683163346,"oldword"
"330",330,103,61,"fireworks",4,768,1,"oldreal",1956,-0.0643499246130858,"yes",6.64509096950564,"oldword"
"331",331,103,62,"frighten",4,1161,1,"oldreal",1956,-0.0409313202641312,"yes",7.05789793741186,"oldword"
"332",332,103,62,"confectionery",2,589,1,"iso",1956,-0.0409313202641312,"yes",6.38012253689976,"oldword"
"333",333,103,63,"guide",2,707,1,"iso",1956,-0.0175127159151765,"yes",6.56244409369372,"youngword"
"334",334,103,63,"guide",2,707,1,"iso",1956,-0.0175127159151765,"yes",6.56244409369372,"youngword"
"335",335,103,63,"dye",4,657,1,"oldreal",1956,-0.0175127159151765,"yes",6.48920493132532,"youngword"
"336",336,103,63,"dye",4,657,1,"oldreal",1956,-0.0175127159151765,"yes",6.48920493132532,"youngword"
"337",337,103,66,"idle",7,942,1,"youngreal",1956,0.0527430971316873,"yes",6.84906628263346,"oldword"
"338",338,103,68,"guide",7,798,1,"youngreal",1956,0.0995803058295965,"yes",6.68336094576627,"youngword"
"339",339,103,69,"frighten",7,886,1,"youngreal",1956,0.122998910178551,"yes",6.78784498230958,"oldword"
"340",340,103,69,"seventh",2,784,1,"iso",1956,0.122998910178551,"yes",6.66568371778241,"youngword"
"341",341,103,70,"dye",7,680,1,"youngreal",1956,0.146417514527506,"yes",6.52356230614951,"youngword"
"342",342,103,70,"dye",7,680,1,"youngreal",1956,0.146417514527506,"yes",6.52356230614951,"youngword"
"343",343,103,73,"silent",7,1311,1,"youngreal",1956,0.21667332757437,"yes",7.17930796950403,"oldword"
"344",344,103,74,"fridge",7,680,1,"youngreal",1956,0.240091931923324,"yes",6.52356230614951,"youngword"
"345",345,103,75,"video",2,712,1,"iso",1956,0.263510536272279,"yes",6.5694814204143,"youngword"
"346",346,103,76,"dye",2,809,1,"iso",1956,0.286929140621233,"yes",6.69703424766648,"youngword"
"347",347,103,77,"chemistry",2,905,1,"iso",1956,0.310347744970188,"yes",6.80903930604298,"youngword"
"348",348,103,78,"spirits",2,676,1,"iso",1956,0.333766349319143,"yes",6.51767127291227,"youngword"
"349",349,103,79,"reckon",4,924,0,"oldreal",1956,0.357184953668097,"yes",6.82979373751242,"youngword"
"350",350,103,80,"stress",2,799,1,"iso",1956,0.380603558017052,"yes",6.68461172766793,"youngword"
"351",351,103,81,"confectionery",4,863,0,"oldreal",1956,0.404022162366007,"yes",6.76157276880406,"oldword"
"352",352,103,82,"environment",4,663,1,"oldreal",1956,0.427440766714961,"yes",6.49828214947643,"youngword"
"353",353,103,83,"survival",4,483,1,"oldreal",1956,0.450859371063916,"yes",6.18208490671663,"youngword"
"354",354,103,85,"libraries",4,952,1,"oldreal",1956,0.497696579761825,"yes",6.8596149036542,"oldword"
"355",355,103,85,"intellectual",7,901,1,"youngreal",1956,0.497696579761825,"yes",6.80461452006262,"youngword"
"356",356,103,86,"expensive",7,617,1,"youngreal",1956,0.52111518411078,"yes",6.42648845745769,"youngword"
"357",357,103,86,"expensive",7,617,1,"youngreal",1956,0.52111518411078,"yes",6.42648845745769,"youngword"
"358",358,103,86,"permission",4,736,1,"oldreal",1956,0.52111518411078,"yes",6.60258789218934,"oldword"
"359",359,103,86,"permission",4,736,1,"oldreal",1956,0.52111518411078,"yes",6.60258789218934,"oldword"
"360",360,103,92,"electricity",7,1043,1,"youngreal",1956,0.661626810204507,"yes",6.95081476844258,"oldword"
"361",361,103,95,"environment",7,1438,1,"youngreal",1956,0.731882623251371,"yes",7.27170370688737,"youngword"
"362",362,103,96,"survival",7,779,1,"youngreal",1956,0.755301227600326,"yes",6.65929391968364,"youngword"
"363",363,103,99,"confectionery",7,783,1,"youngreal",1956,0.82555704064719,"yes",6.66440902035041,"oldword"
"364",364,103,101,"stress",4,998,1,"oldreal",1956,0.872394249345099,"yes",6.90675477864855,"youngword"
"365",365,103,104,"reckon",7,1569,1,"youngreal",1956,0.942650062391963,"yes",7.35883089834235,"youngword"
"366",366,103,107,"bitten",7,1154,1,"youngreal",1956,1.01290587543883,"yes",7.05185562295589,"youngword"
"367",367,103,108,"miners",4,1243,0,"oldreal",1956,1.03632447978778,"yes",7.12608727329912,"oldword"
"368",368,103,108,"fried",7,1114,1,"youngreal",1956,1.03632447978778,"yes",7.01660968389422,"oldword"
"369",369,103,111,"lifting",4,1140,1,"oldreal",1956,1.10658029283465,"yes",7.03966034986208,"youngword"
"370",370,103,112,"recite",4,868,1,"oldreal",1956,1.1299988971836,"yes",6.76734312526539,"oldword"
"371",371,103,120,"mittens",7,786,1,"youngreal",1956,1.31734773197524,"yes",6.6682282484174,"oldword"
"372",372,103,126,"lifting",7,956,1,"youngreal",1956,1.45785935806896,"yes",6.86380339145295,"youngword"
"373",373,103,127,"fireworks",7,837,1,"youngreal",1956,1.48127796241792,"yes",6.73101810048208,"oldword"
"374",374,103,128,"nicest",7,545,1,"youngreal",1956,1.50469656676687,"yes",6.30261897574491,"youngword"
"375",375,103,129,"video",7,515,1,"youngreal",1956,1.52811517111583,"yes",6.24610676548156,"youngword"
"376",376,103,130,"willow",7,461,1,"youngreal",1956,1.55153377546478,"yes",6.13556489108174,"oldword"
"377",377,103,131,"chemistry",7,513,1,"youngreal",1956,1.57495237981374,"yes",6.24222326545517,"youngword"
"378",378,103,133,"hymns",7,409,1,"youngreal",1956,1.62178958851165,"yes",6.01615715969835,"oldword"
"379",379,103,134,"spirits",4,925,0,"oldreal",1956,1.6452081928606,"yes",6.83087423464618,"youngword"
"380",380,103,136,"seventh",4,1582,1,"oldreal",1956,1.69204540155851,"yes",7.36707705988101,"youngword"
"381",381,103,136,"spirits",7,998,1,"youngreal",1956,1.69204540155851,"yes",6.90675477864855,"youngword"
"382",382,103,138,"bitten",4,1004,0,"oldreal",1956,1.73888261025642,"yes",6.91274282049318,"youngword"
"383",383,103,139,"electricity",4,1349,1,"oldreal",1956,1.76230121460537,"yes",7.20785987143248,"oldword"
"384",384,103,145,"lifestyle",7,1004,1,"youngreal",1956,1.9028128406991,"yes",6.91274282049318,"youngword"
"385",385,103,149,"recite",7,1199,1,"youngreal",1956,1.99648725809492,"yes",7.09007683577609,"oldword"
"386",386,103,150,"stress",7,668,1,"youngreal",1956,2.01990586244388,"yes",6.50578406012823,"youngword"
"387",387,103,150,"delivered",4,1244,0,"oldreal",1956,2.01990586244388,"yes",7.12689080889881,"oldword"
"388",388,103,151,"respected",4,963,1,"oldreal",1956,2.04332446679283,"yes",6.87109129461055,"oldword"
"389",389,103,151,"respected",4,963,1,"oldreal",1956,2.04332446679283,"yes",6.87109129461055,"oldword"
"390",390,103,154,"fridge",4,1177,1,"oldreal",1956,2.11358027983969,"yes",7.07157336421153,"youngword"
"391",391,103,155,"libraries",7,1005,1,"youngreal",1956,2.13699888418865,"yes",6.91373735065968,"oldword"
"392",392,103,155,"impressive",4,687,1,"oldreal",1956,2.13699888418865,"yes",6.53378883793334,"youngword"
"393",393,103,156,"depressing",7,699,1,"youngreal",1956,2.1604174885376,"yes",6.5510803350434,"youngword"
"394",394,103,156,"depressing",7,699,1,"youngreal",1956,2.1604174885376,"yes",6.5510803350434,"youngword"
"395",395,104,1,"expensive",2,502,1,"iso",1992,-1.46946618555036,"no",6.22059017009974,"youngword"
"396",396,104,1,"fridge",4,645,1,"oldreal",1992,-1.46946618555036,"no",6.4707995037826,"youngword"
"397",397,104,2,"bitten",2,537,1,"iso",1992,-1.44604758120141,"no",6.28785856016178,"youngword"
"398",398,104,2,"bitten",2,537,1,"iso",1992,-1.44604758120141,"no",6.28785856016178,"youngword"
"399",399,104,3,"whistle",2,545,1,"iso",1992,-1.42262897685245,"no",6.30261897574491,"oldword"
"400",400,104,5,"confectionery",7,547,1,"youngreal",1992,-1.37579176815454,"no",6.30627528694802,"oldword"
"401",401,104,7,"stress",7,746,1,"youngreal",1992,-1.32895455945663,"no",6.61606518513282,"youngword"
"402",402,104,9,"seventh",7,484,1,"youngreal",1992,-1.28211735075873,"no",6.18414889093748,"youngword"
"403",403,104,9,"permission",2,575,1,"iso",1992,-1.28211735075873,"no",6.35610766069589,"oldword"
"404",404,104,11,"dental",2,597,1,"iso",1992,-1.23528014206082,"no",6.39359075395063,"oldword"
"405",405,104,11,"bitten",7,524,1,"youngreal",1992,-1.23528014206082,"no",6.26339826259162,"youngword"
"406",406,104,12,"pencils",4,714,1,"oldreal",1992,-1.21186153771186,"no",6.57228254269401,"oldword"
"407",407,104,12,"pencils",4,714,1,"oldreal",1992,-1.21186153771186,"no",6.57228254269401,"oldword"
"408",408,104,13,"seventh",2,512,1,"iso",1992,-1.18844293336291,"no",6.24027584517077,"youngword"
"409",409,104,14,"libraries",2,574,1,"iso",1992,-1.16502432901395,"no",6.35437004079735,"oldword"
"410",410,104,16,"physics",2,542,1,"iso",1992,-1.11818712031604,"no",6.29710931993394,"youngword"
"411",411,104,17,"silent",2,480,1,"iso",1992,-1.09476851596709,"no",6.17586727010576,"oldword"
"412",412,104,18,"survival",2,437,1,"iso",1992,-1.07134991161813,"no",6.08221891037645,"youngword"
"413",413,104,19,"beg",4,606,1,"oldreal",1992,-1.04793130726918,"no",6.4085287910595,"oldword"
"414",414,104,19,"chemistry",7,849,1,"youngreal",1992,-1.04793130726918,"no",6.74523634948436,"youngword"
"415",415,104,21,"miners",2,732,1,"iso",1992,-1.00109409857127,"no",6.59714570188665,"oldword"
"416",416,104,21,"lifting",4,988,1,"oldreal",1992,-1.00109409857127,"no",6.89669433162271,"youngword"
"417",417,104,22,"guide",2,390,0,"iso",1992,-0.977675494222316,"no",5.96870755998537,"youngword"
"418",418,104,22,"guide",2,390,0,"iso",1992,-0.977675494222316,"no",5.96870755998537,"youngword"
"419",419,104,23,"fireworks",4,824,1,"oldreal",1992,-0.954256889873361,"no",6.71538338633468,"oldword"
"420",420,104,23,"confectionery",2,606,1,"iso",1992,-0.954256889873361,"no",6.4085287910595,"oldword"
"421",421,104,24,"silent",7,543,1,"youngreal",1992,-0.930838285524407,"no",6.29894924685594,"oldword"
"422",422,104,24,"silent",7,543,1,"youngreal",1992,-0.930838285524407,"no",6.29894924685594,"oldword"
"423",423,104,26,"bitten",4,649,1,"oldreal",1992,-0.884001076826497,"no",6.47697236288968,"youngword"
"424",424,104,27,"expensive",7,600,0,"youngreal",1992,-0.860582472477543,"no",6.39859493453521,"youngword"
"425",425,104,27,"delivered",2,483,1,"iso",1992,-0.860582472477543,"no",6.18208490671663,"oldword"
"426",426,104,27,"dental",4,551,1,"oldreal",1992,-0.860582472477543,"no",6.31354804627709,"oldword"
"427",427,104,28,"dye",7,505,1,"youngreal",1992,-0.837163868128588,"no",6.22653666928747,"youngword"
"428",428,104,28,"dye",7,505,1,"youngreal",1992,-0.837163868128588,"no",6.22653666928747,"youngword"
"429",429,104,28,"dye",7,505,1,"youngreal",1992,-0.837163868128588,"no",6.22653666928747,"youngword"
"430",430,104,28,"chemistry",2,550,1,"iso",1992,-0.837163868128588,"no",6.31173480915291,"youngword"
"431",431,104,28,"chemistry",2,550,1,"iso",1992,-0.837163868128588,"no",6.31173480915291,"youngword"
"432",432,104,28,"chemistry",2,550,1,"iso",1992,-0.837163868128588,"no",6.31173480915291,"youngword"
"433",433,104,29,"fried",2,512,1,"iso",1992,-0.813745263779634,"no",6.24027584517077,"oldword"
"434",434,104,29,"fried",2,512,1,"iso",1992,-0.813745263779634,"no",6.24027584517077,"oldword"
"435",435,104,30,"environment",4,733,1,"oldreal",1992,-0.790326659430679,"no",6.59850902861452,"youngword"
"436",436,104,30,"pencils",2,529,1,"iso",1992,-0.790326659430679,"no",6.27287700654617,"oldword"
"437",437,104,31,"guide",7,674,0,"youngreal",1992,-0.766908055081724,"no",6.51471269087253,"youngword"
"438",438,104,31,"guide",7,674,0,"youngreal",1992,-0.766908055081724,"no",6.51471269087253,"youngword"
"439",439,104,33,"frighten",2,510,1,"iso",1992,-0.720070846383815,"no",6.2363695902037,"oldword"
"440",440,104,33,"intellectual",4,801,1,"oldreal",1992,-0.720070846383815,"no",6.68710860786651,"youngword"
"441",441,104,34,"environment",2,506,1,"iso",1992,-0.69665224203486,"no",6.22851100359118,"youngword"
"442",442,104,34,"environment",2,506,1,"iso",1992,-0.69665224203486,"no",6.22851100359118,"youngword"
